Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2020-09-18,98.35,-2.72,-2.691204%,101.51,97.44,103.46,"100,396,268","10,040,470,449.412100",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-09-11,101.07,-2.45,-2.366692%,102.98,99.48,103.57,"65,249,771","6,563,799,008.934000",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-09-04,103.52,0.75,+0.729785%,102.12,99.04,105.21,"89,903,872","9,163,518,836.110300",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-08-28,102.77,5.45,+5.600082%,98.45,97.42,103.25,"79,520,226","8,019,096,712.280200",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-08-21,97.32,-5.09,-4.970218%,101.5,96.8,102.0,"67,668,387","6,676,971,384.795800",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-08-14,102.41,3.03,+3.048903%,100.11,100.0343,106.43,"91,491,625","9,451,320,905.113500",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-08-07,99.38,2.74,+2.835265%,97.02,95.03,99.49,"66,914,150","6,491,622,521.441400",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-07-31,96.64,-1.64,-1.668702%,97.51,95.25,99.71,"65,831,129","6,390,477,767.949600",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-07-24,98.28,0.12,+0.122249%,97.43,97.26,100.13,"72,155,919","7,117,207,999.334200",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-07-17,98.16,1.89,+1.963228%,98.7303,96.225,101.29,"130,367,720","12,865,262,771.280800",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-07-10,96.27,3.61,+3.895964%,94.43,90.7764,96.84,"117,699,686","10,977,588,613.546300",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-07-03,92.66,0.07,+0.075602%,93.4,91.931,95.705,"84,238,092","7,877,525,684.793800",2020-06-30,19127000000,27415000000,19127000000,-8288000000,4687000000,5565000000,16942000000,-8288000000,10473000000,-13853000000,878000000,4687000000,4265000000,-87223000000,-56738000000,-48467000000,38756000000,7164000000,89131000000,85121000000,124404000000,83740000000,75599000000,2149000000,-3154000000,-3447000000,8346000000,3787000000,49697000000,124404000000,3213115000000,3858000000,2948649000000,264466000000,1931029000000,4105000000,221732000000,47811000000,1076941000000,493729000000,2209959000000,48014000000,8778000000,26301000000,1582859000000,234403000000,485883000000,946426000000,186040000000,189000000,230916000000,4105000000,30063000000,221732000000,-88337000000,1118072000000,1630256000000,186040000000,552893000000,738933000000,88125000000,3213115000000,493729000000
2020-06-26,92.59,-5.22,-5.336878%,97.25,92.0,99.97,"122,158,025","11,670,951,654.038500",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-06-19,97.81,-2.06,-2.062681%,96.42,95.87,105.68,"116,950,124","11,654,854,825.689800",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-06-12,99.87,-11.36,-10.213072%,113.41,96.54,114.19,"127,942,251","13,426,665,667.059300",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-06-05,111.23,13.92,+14.304799%,97.75,97.38,115.77,"131,359,257","13,820,836,883.992900",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-05-29,97.31,7.84,+8.762714%,92.89,92.61,102.95,"131,912,685","12,977,960,170.776800",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-05-22,89.47,3.57,+4.155995%,88.69,87.88,92.385,"98,857,716","8,909,215,623.378800",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-05-15,85.9,-6.8,-7.335491%,91.11,82.4,91.11,"156,573,604","13,609,657,369.951400",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-05-08,92.7,-0.55,-0.589812%,92.02,89.9306,94.21,"92,034,903","8,470,157,441.567700",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-05-01,93.25,2.54,+2.800132%,91.94,91.5449,99.45,"101,247,045","9,672,645,963.567600",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-04-24,90.71,-4.47,-4.696365%,92.47,88.33,94.71,"95,874,530","8,681,782,246.357300",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-04-17,95.18,-7.58,-7.376411%,103.11,87.05,103.11,"165,823,342","15,516,370,347.269300",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-04-10,102.76,18.71,+22.260559%,88.99,87.7,104.39,"114,372,577","10,884,748,482.084200",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-04-03,84.05,-7.08,-7.769121%,90.65,82.77,94.17,"118,283,209","10,372,504,079.270800",2020-03-31,13812000000,25135000000,13812000000,-11323000000,2865000000,3116000000,16850000000,-11323000000,8285000000,-14439000000,251000000,2865000000,2431000000,-57117000000,142242000000,-135150000000,-78033000000,67522000000,362305000000,301418000000,106383000000,-120772000000,-226232000000,2197000000,-3188000000,-3447000000,7479000000,11985000000,-49323000000,106383000000,3139431000000,4067000000,2878169000000,261262000000,1836009000000,4105000000,220226000000,47800000000,1167418000000,367534000000,2141792000000,51909000000,7397000000,25882000000,1499504000000,231199000000,399944000000,992131000000,203826000000,253000000,253874000000,4105000000,30063000000,220226000000,-88386000000,1214101000000,1639927000000,203826000000,532867000000,736693000000,87857000000,3139431000000,367534000000
2020-03-27,91.13,7.63,+9.137725%,82.68,78.09,98.57,"164,893,323","14,684,842,154.937100",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
2020-03-20,83.5,-20.41,-19.641998%,85.2,76.91,97.44,"177,680,948","15,486,198,229.317200",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
2020-03-13,103.91,-4.17,-3.858253%,96.57,86.32,103.99,"197,881,044","18,766,173,083.564800",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
2020-03-06,108.08,-8.03,-6.915856%,116.63,105.02,122.9469,"148,884,082","17,060,460,816.960800",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
2020-02-28,116.11,-19.7,-14.505559%,131.44,112.66,133.2,"128,199,833","15,765,699,277.817800",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
2020-02-21,135.81,-1.65,-1.200349%,137.34,134.9225,138.39,"33,264,216","4,540,295,263.311800",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
2020-02-14,137.46,0.29,+0.211416%,136.95,136.4,139.285,"34,572,759","4,765,769,971.838800",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
2020-02-07,137.17,4.81,+3.634028%,132.66,132.66,138.29,"44,701,580","6,086,243,236.108900",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
2020-01-31,132.36,-0.79,-0.593316%,130.27,129.71,136.13,"57,083,547","7,626,049,341.071000",2019-12-31,14165000000,17766000000,14165000000,-3601000000,8520000000,10565000000,16339000000,-3601000000,1427000000,-14166000000,2045000000,8520000000,8091000000,12640000000,-48772000000,-15832000000,-28472000000,-73809000000,-63019000000,22198000000,4234000000,83085000000,98705000000,2139000000,-3287000000,-8121000000,6482000000,0,16011000000,4234000000,2687379000000,5518000000,2426049000000,261330000000,1562431000000,4105000000,223211000000,47823000000,1067104000000,263631000000,1813758000000,40920000000,1548000000,25813000000,1336912000000,234337000000,361337000000,933523000000,137118000000,238000000,210407000000,4105000000,26993000000,223211000000,-83049000000,2271300000000,2297113000000,137118000000,475620000000,612738000000,88522000000,2687379000000,263631000000
