Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2020-05-08,133.44,0.07,+0.052486%,127.115,121.37,135.55,"143,222,410","18,336,910,595.572100",2020-03-31,16962000000,1547000000,16768000000,140000000,-1241000000,-628000000,672000000,-1503000000,-13000000,873000000,112000000,-1353000000,2000000,262000000,862000000,164000000,-2365000000,-628000000,-17000000,-1416000000,-379000000,66000000,11579000000,10280000000,-162000000,5599000000,-4302000000,504000000,556000000,-1158000000,21000000,-2973000000,-54000000,124000000,428000000,-456000000,5599000000,143075000000,3256000000,152435000000,-9665000000,52883000000,5061000000,49854000000,24179000000,8057000000,5106000000,15039000000,94502000000,5173000000,-16333000000,12405000000,111011000000,3240000000,-20978000000,488000000,12725000000,33754000000,80020000000,36446000000,5061000000,49854000000,-54842000000,4428000000,32064000000,33754000000,23843000000,57933000000,6595000000,143075000000,15527000000
2020-05-01,133.37,4.39,+3.403628%,129.97,123.83,147.18,"207,314,052","28,255,280,058.797600",2020-03-31,16962000000,1547000000,16768000000,140000000,-1241000000,-628000000,672000000,-1503000000,-13000000,873000000,112000000,-1353000000,2000000,262000000,862000000,164000000,-2365000000,-628000000,-17000000,-1416000000,-379000000,66000000,11579000000,10280000000,-162000000,5599000000,-4302000000,504000000,556000000,-1158000000,21000000,-2973000000,-54000000,124000000,428000000,-456000000,5599000000,143075000000,3256000000,152435000000,-9665000000,52883000000,5061000000,49854000000,24179000000,8057000000,5106000000,15039000000,94502000000,5173000000,-16333000000,12405000000,111011000000,3240000000,-20978000000,488000000,12725000000,33754000000,80020000000,36446000000,5061000000,49854000000,-54842000000,4428000000,32064000000,33754000000,23843000000,57933000000,6595000000,143075000000,15527000000
2020-04-24,128.98,-25.02,-16.246753%,147.21,128.33,151.6299,"146,754,320","20,308,949,351.289200",2020-03-31,16962000000,1547000000,16768000000,140000000,-1241000000,-628000000,672000000,-1503000000,-13000000,873000000,112000000,-1353000000,2000000,262000000,862000000,164000000,-2365000000,-628000000,-17000000,-1416000000,-379000000,66000000,11579000000,10280000000,-162000000,5599000000,-4302000000,504000000,556000000,-1158000000,21000000,-2973000000,-54000000,124000000,428000000,-456000000,5599000000,143075000000,3256000000,152435000000,-9665000000,52883000000,5061000000,49854000000,24179000000,8057000000,5106000000,15039000000,94502000000,5173000000,-16333000000,12405000000,111011000000,3240000000,-20978000000,488000000,12725000000,33754000000,80020000000,36446000000,5061000000,49854000000,-54842000000,4428000000,32064000000,33754000000,23843000000,57933000000,6595000000,143075000000,15527000000
2020-04-17,154.0,2.16,+1.422550%,155.5,132.9,156.0,"193,056,400","27,925,867,078.480100",2020-03-31,16962000000,1547000000,16768000000,140000000,-1241000000,-628000000,672000000,-1503000000,-13000000,873000000,112000000,-1353000000,2000000,262000000,862000000,164000000,-2365000000,-628000000,-17000000,-1416000000,-379000000,66000000,11579000000,10280000000,-162000000,5599000000,-4302000000,504000000,556000000,-1158000000,21000000,-2973000000,-54000000,124000000,428000000,-456000000,5599000000,143075000000,3256000000,152435000000,-9665000000,52883000000,5061000000,49854000000,24179000000,8057000000,5106000000,15039000000,94502000000,5173000000,-16333000000,12405000000,111011000000,3240000000,-20978000000,488000000,12725000000,33754000000,80020000000,36446000000,5061000000,49854000000,-54842000000,4428000000,32064000000,33754000000,23843000000,57933000000,6595000000,143075000000,15527000000
2020-04-10,151.84,27.32,+21.940251%,133.7,129.21,164.8,"187,185,091","27,805,715,430.758800",2020-03-31,16962000000,1547000000,16768000000,140000000,-1241000000,-628000000,672000000,-1503000000,-13000000,873000000,112000000,-1353000000,2000000,262000000,862000000,164000000,-2365000000,-628000000,-17000000,-1416000000,-379000000,66000000,11579000000,10280000000,-162000000,5599000000,-4302000000,504000000,556000000,-1158000000,21000000,-2973000000,-54000000,124000000,428000000,-456000000,5599000000,143075000000,3256000000,152435000000,-9665000000,52883000000,5061000000,49854000000,24179000000,8057000000,5106000000,15039000000,94502000000,5173000000,-16333000000,12405000000,111011000000,3240000000,-20978000000,488000000,12725000000,33754000000,80020000000,36446000000,5061000000,49854000000,-54842000000,4428000000,32064000000,33754000000,23843000000,57933000000,6595000000,143075000000,15527000000
2020-04-03,124.52,-37.48,-23.135802%,153.81,120.0204,160.64,"202,626,029","27,905,229,784.872900",2020-03-31,16962000000,1547000000,16768000000,140000000,-1241000000,-628000000,672000000,-1503000000,-13000000,873000000,112000000,-1353000000,2000000,262000000,862000000,164000000,-2365000000,-628000000,-17000000,-1416000000,-379000000,66000000,11579000000,10280000000,-162000000,5599000000,-4302000000,504000000,556000000,-1158000000,21000000,-2973000000,-54000000,124000000,428000000,-456000000,5599000000,143075000000,3256000000,152435000000,-9665000000,52883000000,5061000000,49854000000,24179000000,8057000000,5106000000,15039000000,94502000000,5173000000,-16333000000,12405000000,111011000000,3240000000,-20978000000,488000000,12725000000,33754000000,80020000000,36446000000,5061000000,49854000000,-54842000000,4428000000,32064000000,33754000000,23843000000,57933000000,6595000000,143075000000,15527000000
2020-03-27,162.0,66.99,+70.508368%,98.75,93.56,186.48,"279,033,426","41,735,806,003.077200",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-03-20,95.01,-75.19,-44.177438%,149.42,89.0,151.0,"224,861,133","24,305,686,196.683900",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-03-13,170.2,-92.13,-35.119887%,238.0035,154.813,241.48,"106,119,894","20,172,094,917.143200",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-03-06,262.33,-12.78,-4.645415%,279.54,249.8,297.44,"53,028,614","14,447,631,812.900700",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-02-28,275.11,-55.27,-16.729221%,320.0,269.6,321.74,"47,479,797","14,012,729,847.430000",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-02-21,330.38,-10.11,-2.969250%,338.77,330.23,341.4742,"14,361,277","4,833,926,469.675400",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-02-14,340.49,3.74,+1.110616%,337.22,336.3201,349.95,"23,592,259","8,127,112,492.806600",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-02-07,336.75,18.48,+5.806391%,318.75,314.88,343.44,"32,882,469","10,854,361,605.531900",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-01-31,318.27,-4.78,-1.479647%,316.21,314.0,327.175,"36,450,309","11,675,841,850.612700",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-01-24,323.05,-1.1,-0.339349%,322.6,302.72,326.5999,"65,610,865","20,612,445,766.027600",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-01-17,324.15,-5.77,-1.748909%,332.4,323.0,335.35,"32,271,490","10,648,346,890.423000",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-01-10,329.92,-2.84,-0.853468%,329.3,327.88,344.19,"38,900,331","13,012,326,574.181300",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
2020-01-03,332.76,2.62,+0.793603%,330.5,323.32,334.89,"17,919,825","5,888,822,550.767000",2019-12-31,18306000000,1802000000,18708000000,-797000000,-2100000000,-1010000000,749000000,-2342000000,317000000,1052000000,104000000,-2204000000,1000000,242000000,-1332000000,498000000,-1010000000,-1010000000,573000000,-1096000000,517000000,391000000,2575000000,1403000000,-22000000,-300000000,-2220000000,-378000000,628000000,-1157000000,7000000,-2826000000,288000000,139000000,447000000,2323000000,-305000000,133625000000,3338000000,141925000000,-8617000000,51551000000,5061000000,50644000000,23673000000,8060000000,3086000000,9485000000,97312000000,7340000000,-16153000000,12502000000,102229000000,3228000000,-20015000000,545000000,12471000000,19804000000,76622000000,38421000000,5061000000,50644000000,-54914000000,3585000000,31396000000,19962000000,24238000000,44613000000,6745000000,133625000000,10030000000
