Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2020-09-18,152.39,-1.44,-0.936098%,154.0,148.3575,156.25,"19,566,591","2,982,055,316.282600",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-09-11,153.83,5.65,+3.812930%,147.0,145.72,155.475,"17,744,378","2,684,857,001.379800",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-09-04,148.18,4.55,+3.167862%,143.5,140.91,151.2,"19,686,211","2,891,921,099.533800",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-08-28,143.63,5.2,+3.756411%,139.76,139.08,145.85,"14,478,692","2,062,505,954.855900",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-08-21,138.43,-1.53,-1.093169%,140.15,135.65,140.6007,"10,501,287","1,452,309,492.598300",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-08-14,139.96,5.04,+3.735547%,135.73,135.675,146.2,"16,907,465","2,397,072,653.449300",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-08-07,134.92,2.04,+1.535220%,132.3,130.67,135.94,"12,634,924","1,684,425,180.687100",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-07-31,132.88,-4.7,-3.416194%,137.15,130.21,141.0835,"16,721,155","2,275,306,019.498000",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-07-24,137.58,0.68,+0.496713%,135.76,134.255,138.69,"11,512,873","1,569,444,055.536200",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-07-17,136.9,8.89,+6.944770%,129.42,128.85,140.99,"21,244,772","2,891,157,387.513500",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-07-10,128.01,0.29,+0.227059%,130.13,125.115,130.5,"12,145,106","1,550,671,306.780200",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-07-03,127.72,5.33,+4.354931%,123.72,123.28,130.34,"10,912,800","1,380,613,074.160600",2020-06-30,9997000000,-1951000000,-7262000000,17259000000,821000000,450000000,-341000000,678000000,1000000,1179000000,37000000,784000000,-431000000,135000000,227000000,29000000,451000000,458000000,-217000000,-883000000,-530000000,137000000,-624000000,786000000,2042000000,1647000000,1391000000,-75000000,608000000,-558000000,-74000000,396000000,210000000,450000000,676000000,1647000000,76566000000,1420000000,1792000000,62789000000,13734000000,3370000000,6120000000,34841000000,10649000000,6192000000,4484000000,8784000000,25231000000,11715000000,-1815000000,12357000000,37862000000,13727000000,6122000000,15915000000,26907000000,11371000000,10146000000,6120000000,34841000000,-25412000000,3549000000,1459000000,26907000000,10651000000,37558000000,76566000000,8784000000,541500000
2020-06-26,122.39,-5.07,-3.977718%,126.36,120.8,127.57,"15,479,169","1,918,960,551.550100",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-06-19,127.46,4.31,+3.499797%,118.51,118.01,132.44,"23,167,348","2,955,571,607.487900",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-06-12,123.15,-11.97,-8.858792%,135.32,119.35,139.94,"22,439,594","2,904,269,220.226600",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-06-05,135.12,14.99,+12.478149%,119.86,117.61,139.37,"17,492,373","2,242,244,600.155700",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-05-29,120.13,7.66,+6.810705%,115.98,115.98,124.83,"16,670,167","2,000,174,745.564900",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-05-22,112.47,4.55,+4.216086%,112.22,111.47,117.48,"17,822,749","2,033,288,914.844300",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-05-15,107.92,-4.19,-3.737401%,110.16,100.22,110.77,"25,583,009","2,712,751,293.841200",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-05-08,112.11,1.23,+1.109307%,110.02,106.58,112.2,"20,736,203","2,257,694,609.182600",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-05-01,110.88,-3.16,-2.770958%,110.85,109.73,120.82,"23,211,514","2,677,092,012.284500",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-04-24,114.04,-2.26,-1.943250%,114.44,108.6,117.07,"20,213,655","2,264,886,894.951600",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-04-17,116.3,-8.73,-6.982324%,119.95,108.86,120.05,"33,397,457","3,816,504,441.595400",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-04-10,125.03,10.36,+9.034621%,120.04,118.13,129.5998,"23,714,993","2,939,761,852.119500",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-04-03,114.67,9.23,+8.753794%,106.33,104.93,118.52,"34,695,561","3,953,481,142.422800",2020-03-31,10635000000,-1790000000,-7441000000,18076000000,1631000000,1087000000,-356000000,1513000000,1000000,1121000000,227000000,1404000000,-313000000,113000000,425000000,222000000,1088000000,1092000000,119000000,-902000000,-213000000,216000000,-2491000000,-1999000000,2125000000,-1082000000,1130000000,66000000,614000000,-567000000,-1066000000,-541000000,300000000,548000000,500000000,-1082000000,75894000000,1478000000,1761000000,61655000000,14197000000,3369000000,6046000000,35504000000,10770000000,6140000000,4576000000,7123000000,26516000000,12724000000,-2012000000,12488000000,37586000000,13217000000,6579000000,16954000000,24369000000,11748000000,10423000000,6046000000,35504000000,-25341000000,3559000000,1426000000,24369000000,10770000000,35139000000,75894000000,7123000000,542000000
2020-03-27,105.44,9.94,+10.408377%,93.9,90.64,110.97,"32,539,897","3,305,196,543.789500",2019-12-31,13144000000,57208000000,9300000000,13144000000,1485000000,1090000000,2130000000,1365000000,-1000000,52540000000,-365000000,1850000000,2538000000,112000000,276000000,-373000000,1089000000,1098000000,-112000000,-449000000,-574000000,351000000,-2834000000,-1507000000,2480000000,353000000,2434000000,-96000000,644000000,-568000000,-585000000,950000000,544000000,813000000,-256000000,356000000,78453000000,1565000000,1739000000,63824000000,14588000000,2155000000,5935000000,34437000000,10461000000,6196000000,3932000000,8284000000,26621000000,11376000000,-1567000000,12904000000,39193000000,13844000000,6827000000,17904000000,26281000000,11266000000,13090000000,5935000000,34437000000,-24217000000,3340000000,1411000000,26281000000,10922000000,37203000000,78453000000,8284000000,550100000
2020-03-20,95.5,-4.14,-4.154958%,89.0,88.5,105.85,"38,621,332","3,805,931,066.163600",2019-12-31,13144000000,57208000000,9300000000,13144000000,1485000000,1090000000,2130000000,1365000000,-1000000,52540000000,-365000000,1850000000,2538000000,112000000,276000000,-373000000,1089000000,1098000000,-112000000,-449000000,-574000000,351000000,-2834000000,-1507000000,2480000000,353000000,2434000000,-96000000,644000000,-568000000,-585000000,950000000,544000000,813000000,-256000000,356000000,78453000000,1565000000,1739000000,63824000000,14588000000,2155000000,5935000000,34437000000,10461000000,6196000000,3932000000,8284000000,26621000000,11376000000,-1567000000,12904000000,39193000000,13844000000,6827000000,17904000000,26281000000,11266000000,13090000000,5935000000,34437000000,-24217000000,3340000000,1411000000,26281000000,10922000000,37203000000,78453000000,8284000000,550100000
2020-03-13,99.64,-21.77,-17.930978%,112.99,87.5,112.99,"42,480,785","4,214,792,457.582000",2019-12-31,13144000000,57208000000,9300000000,13144000000,1485000000,1090000000,2130000000,1365000000,-1000000,52540000000,-365000000,1850000000,2538000000,112000000,276000000,-373000000,1089000000,1098000000,-112000000,-449000000,-574000000,351000000,-2834000000,-1507000000,2480000000,353000000,2434000000,-96000000,644000000,-568000000,-585000000,950000000,544000000,813000000,-256000000,356000000,78453000000,1565000000,1739000000,63824000000,14588000000,2155000000,5935000000,34437000000,10461000000,6196000000,3932000000,8284000000,26621000000,11376000000,-1567000000,12904000000,39193000000,13844000000,6827000000,17904000000,26281000000,11266000000,13090000000,5935000000,34437000000,-24217000000,3340000000,1411000000,26281000000,10922000000,37203000000,78453000000,8284000000,550100000
2020-03-06,121.41,-2.83,-2.277849%,125.05,118.83,129.56,"29,316,568","3,639,830,986.759300",2019-12-31,13144000000,57208000000,9300000000,13144000000,1485000000,1090000000,2130000000,1365000000,-1000000,52540000000,-365000000,1850000000,2538000000,112000000,276000000,-373000000,1089000000,1098000000,-112000000,-449000000,-574000000,351000000,-2834000000,-1507000000,2480000000,353000000,2434000000,-96000000,644000000,-568000000,-585000000,950000000,544000000,813000000,-256000000,356000000,78453000000,1565000000,1739000000,63824000000,14588000000,2155000000,5935000000,34437000000,10461000000,6196000000,3932000000,8284000000,26621000000,11376000000,-1567000000,12904000000,39193000000,13844000000,6827000000,17904000000,26281000000,11266000000,13090000000,5935000000,34437000000,-24217000000,3340000000,1411000000,26281000000,10922000000,37203000000,78453000000,8284000000,550100000
2020-02-28,124.24,-12.97,-9.452664%,132.53,119.03,133.8595,"29,380,409","3,730,876,482.483000",2019-12-31,13144000000,57208000000,9300000000,13144000000,1485000000,1090000000,2130000000,1365000000,-1000000,52540000000,-365000000,1850000000,2538000000,112000000,276000000,-373000000,1089000000,1098000000,-112000000,-449000000,-574000000,351000000,-2834000000,-1507000000,2480000000,353000000,2434000000,-96000000,644000000,-568000000,-585000000,950000000,544000000,813000000,-256000000,356000000,78453000000,1565000000,1739000000,63824000000,14588000000,2155000000,5935000000,34437000000,10461000000,6196000000,3932000000,8284000000,26621000000,11376000000,-1567000000,12904000000,39193000000,13844000000,6827000000,17904000000,26281000000,11266000000,13090000000,5935000000,34437000000,-24217000000,3340000000,1411000000,26281000000,10922000000,37203000000,78453000000,8284000000,550100000
2020-02-21,137.21,-0.78,-0.565258%,137.46,135.08,138.89,"11,538,907","1,578,983,400.279900",2019-12-31,13144000000,57208000000,9300000000,13144000000,1485000000,1090000000,2130000000,1365000000,-1000000,52540000000,-365000000,1850000000,2538000000,112000000,276000000,-373000000,1089000000,1098000000,-112000000,-449000000,-574000000,351000000,-2834000000,-1507000000,2480000000,353000000,2434000000,-96000000,644000000,-568000000,-585000000,950000000,544000000,813000000,-256000000,356000000,78453000000,1565000000,1739000000,63824000000,14588000000,2155000000,5935000000,34437000000,10461000000,6196000000,3932000000,8284000000,26621000000,11376000000,-1567000000,12904000000,39193000000,13844000000,6827000000,17904000000,26281000000,11266000000,13090000000,5935000000,34437000000,-24217000000,3340000000,1411000000,26281000000,10922000000,37203000000,78453000000,8284000000,550100000
2020-02-14,137.99,4.62,+3.464047%,133.04,132.78,140.5,"14,068,100","1,937,207,247.197300",2019-12-31,13144000000,57208000000,9300000000,13144000000,1485000000,1090000000,2130000000,1365000000,-1000000,52540000000,-365000000,1850000000,2538000000,112000000,276000000,-373000000,1089000000,1098000000,-112000000,-449000000,-574000000,351000000,-2834000000,-1507000000,2480000000,353000000,2434000000,-96000000,644000000,-568000000,-585000000,950000000,544000000,813000000,-256000000,356000000,78453000000,1565000000,1739000000,63824000000,14588000000,2155000000,5935000000,34437000000,10461000000,6196000000,3932000000,8284000000,26621000000,11376000000,-1567000000,12904000000,39193000000,13844000000,6827000000,17904000000,26281000000,11266000000,13090000000,5935000000,34437000000,-24217000000,3340000000,1411000000,26281000000,10922000000,37203000000,78453000000,8284000000,550100000
2020-02-07,133.37,2.02,+1.537876%,131.44,129.3,138.33,"18,431,449","2,474,769,710.354500",2019-12-31,13144000000,57208000000,9300000000,13144000000,1485000000,1090000000,2130000000,1365000000,-1000000,52540000000,-365000000,1850000000,2538000000,112000000,276000000,-373000000,1089000000,1098000000,-112000000,-449000000,-574000000,351000000,-2834000000,-1507000000,2480000000,353000000,2434000000,-96000000,644000000,-568000000,-585000000,950000000,544000000,813000000,-256000000,356000000,78453000000,1565000000,1739000000,63824000000,14588000000,2155000000,5935000000,34437000000,10461000000,6196000000,3932000000,8284000000,26621000000,11376000000,-1567000000,12904000000,39193000000,13844000000,6827000000,17904000000,26281000000,11266000000,13090000000,5935000000,34437000000,-24217000000,3340000000,1411000000,26281000000,10922000000,37203000000,78453000000,8284000000,550100000
