Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,totalNonCurrentAssets,totalLongTermDebt,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2020-04-24,88.37,-1.54,-1.712824%,88.43,85.09,89.53,"30,099,019","2,640,900,680.004000",2020-02-29,10104000000,3283000000,5631000000,4473000000,893000000,847000000,881000000,3283000000,-297000000,1190000000,12000000,34000000,-297000000,847000000,847000000,166000000,160000000,30000000,139000000,-291000000,-1442000000,-20000000,-232000000,1180000000,-44000000,151000000,-382000000,-749000000,153000000,93000000,-180000000,275000000,93000000,25000000,-207000000,26220000000,275000000,2282000000,14417000000,9045000000,2674000000,422000000,3000000,1128000000,2674000000,223000000,2288000000,2863000000,8280000000,13000000,-57000000,4783000000,15744000000,11305000000,319000000,4473000000,3463000000,5807000000,7845000000,3000000,1128000000,2288000000,3463000000,6137000000,7971000000,26220000000,3182000000
2020-04-17,89.91,3.12,+3.594884%,85.8,83.71,90.25,"37,014,295","3,200,679,997.049100",2020-02-29,10104000000,3283000000,5631000000,4473000000,893000000,847000000,881000000,3283000000,-297000000,1190000000,12000000,34000000,-297000000,847000000,847000000,166000000,160000000,30000000,139000000,-291000000,-1442000000,-20000000,-232000000,1180000000,-44000000,151000000,-382000000,-749000000,153000000,93000000,-180000000,275000000,93000000,25000000,-207000000,26220000000,275000000,2282000000,14417000000,9045000000,2674000000,422000000,3000000,1128000000,2674000000,223000000,2288000000,2863000000,8280000000,13000000,-57000000,4783000000,15744000000,11305000000,319000000,4473000000,3463000000,5807000000,7845000000,3000000,1128000000,2288000000,3463000000,6137000000,7971000000,26220000000,3182000000
2020-04-10,86.79,7.93,+10.055795%,81.91,81.21,88.87,"36,151,268","3,077,721,971.986100",2020-02-29,10104000000,3283000000,5631000000,4473000000,893000000,847000000,881000000,3283000000,-297000000,1190000000,12000000,34000000,-297000000,847000000,847000000,166000000,160000000,30000000,139000000,-291000000,-1442000000,-20000000,-232000000,1180000000,-44000000,151000000,-382000000,-749000000,153000000,93000000,-180000000,275000000,93000000,25000000,-207000000,26220000000,275000000,2282000000,14417000000,9045000000,2674000000,422000000,3000000,1128000000,2674000000,223000000,2288000000,2863000000,8280000000,13000000,-57000000,4783000000,15744000000,11305000000,319000000,4473000000,3463000000,5807000000,7845000000,3000000,1128000000,2288000000,3463000000,6137000000,7971000000,26220000000,3182000000
2020-04-03,78.86,-4.37,-5.250511%,84.0,77.16,85.96,"51,558,343","4,193,143,950.876200",2020-02-29,10104000000,3283000000,5631000000,4473000000,893000000,847000000,881000000,3283000000,-297000000,1190000000,12000000,34000000,-297000000,847000000,847000000,166000000,160000000,30000000,139000000,-291000000,-1442000000,-20000000,-232000000,1180000000,-44000000,151000000,-382000000,-749000000,153000000,93000000,-180000000,275000000,93000000,25000000,-207000000,26220000000,275000000,2282000000,14417000000,9045000000,2674000000,422000000,3000000,1128000000,2674000000,223000000,2288000000,2863000000,8280000000,13000000,-57000000,4783000000,15744000000,11305000000,319000000,4473000000,3463000000,5807000000,7845000000,3000000,1128000000,2288000000,3463000000,6137000000,7971000000,26220000000,3182000000
2020-03-27,83.23,15.78,+23.395107%,65.0,60.58,86.86,"94,980,775","7,223,120,568.196100",2020-02-29,10104000000,3283000000,5631000000,4473000000,893000000,847000000,881000000,3283000000,-297000000,1190000000,12000000,34000000,-297000000,847000000,847000000,166000000,160000000,30000000,139000000,-291000000,-1442000000,-20000000,-232000000,1180000000,-44000000,151000000,-382000000,-749000000,153000000,93000000,-180000000,275000000,93000000,25000000,-207000000,26220000000,275000000,2282000000,14417000000,9045000000,2674000000,422000000,3000000,1128000000,2674000000,223000000,2288000000,2863000000,8280000000,13000000,-57000000,4783000000,15744000000,11305000000,319000000,4473000000,3463000000,5807000000,7845000000,3000000,1128000000,2288000000,3463000000,6137000000,7971000000,26220000000,3182000000
2020-03-20,67.45,-8.13,-10.756814%,65.28,60.0,74.06,"86,536,599","5,890,198,042.498200",2020-02-29,10104000000,3283000000,5631000000,4473000000,893000000,847000000,881000000,3283000000,-297000000,1190000000,12000000,34000000,-297000000,847000000,847000000,166000000,160000000,30000000,139000000,-291000000,-1442000000,-20000000,-232000000,1180000000,-44000000,151000000,-382000000,-749000000,153000000,93000000,-180000000,275000000,93000000,25000000,-207000000,26220000000,275000000,2282000000,14417000000,9045000000,2674000000,422000000,3000000,1128000000,2674000000,223000000,2288000000,2863000000,8280000000,13000000,-57000000,4783000000,15744000000,11305000000,319000000,4473000000,3463000000,5807000000,7845000000,3000000,1128000000,2288000000,3463000000,6137000000,7971000000,26220000000,3182000000
2020-03-13,75.58,-12.78,-14.463558%,81.89,71.76,88.4,"85,595,676","6,814,013,481.373800",2020-02-29,10104000000,3283000000,5631000000,4473000000,893000000,847000000,881000000,3283000000,-297000000,1190000000,12000000,34000000,-297000000,847000000,847000000,166000000,160000000,30000000,139000000,-291000000,-1442000000,-20000000,-232000000,1180000000,-44000000,151000000,-382000000,-749000000,153000000,93000000,-180000000,275000000,93000000,25000000,-207000000,26220000000,275000000,2282000000,14417000000,9045000000,2674000000,422000000,3000000,1128000000,2674000000,223000000,2288000000,2863000000,8280000000,13000000,-57000000,4783000000,15744000000,11305000000,319000000,4473000000,3463000000,5807000000,7845000000,3000000,1128000000,2288000000,3463000000,6137000000,7971000000,26220000000,3182000000
2020-03-06,88.36,-1.02,-1.141195%,89.6,85.88,94.98,"56,961,905","5,168,328,471.441300",2020-02-29,10104000000,3283000000,5631000000,4473000000,893000000,847000000,881000000,3283000000,-297000000,1190000000,12000000,34000000,-297000000,847000000,847000000,166000000,160000000,30000000,139000000,-291000000,-1442000000,-20000000,-232000000,1180000000,-44000000,151000000,-382000000,-749000000,153000000,93000000,-180000000,275000000,93000000,25000000,-207000000,26220000000,275000000,2282000000,14417000000,9045000000,2674000000,422000000,3000000,1128000000,2674000000,223000000,2288000000,2863000000,8280000000,13000000,-57000000,4783000000,15744000000,11305000000,319000000,4473000000,3463000000,5807000000,7845000000,3000000,1128000000,2288000000,3463000000,6137000000,7971000000,26220000000,3182000000
2020-02-28,89.38,-10.87,-10.842893%,95.54,85.15,97.07,"56,666,574","5,176,987,636.882000",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2020-02-21,100.25,-3.29,-3.177516%,103.0,99.63,103.39,"23,295,670","2,373,422,123.197400",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2020-02-14,103.54,4.1,+4.123089%,99.22,99.0,103.89,"26,853,827","2,734,101,795.118700",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2020-02-07,99.44,3.14,+3.260644%,99.0,98.57,102.78,"32,159,418","3,229,586,476.524800",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2020-01-31,96.3,-5.73,-5.615995%,98.21,95.92,101.3,"35,864,140","3,546,194,460.769600",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2020-01-24,102.03,-2.5,-2.391658%,104.25,101.66,105.62,"20,828,240","2,159,965,334.674300",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2020-01-17,104.53,3.63,+3.597621%,101.0,100.82,104.55,"28,863,621","2,975,413,374.017200",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2020-01-10,100.9,-1.02,-1.000785%,100.95,100.76,102.74,"26,516,774","2,694,653,493.634200",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2020-01-03,101.92,0.35,+0.344590%,101.54,100.31,102.21,"16,896,275","1,713,490,186.757000",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2019-12-27,101.57,1.61,+1.610644%,100.23,99.55,101.79,"18,698,245","1,880,823,354.700300",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2019-12-20,99.96,2.19,+2.239951%,98.14,98.06,101.4,"52,626,034","5,255,620,248.899800",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2019-12-13,97.77,0.77,+0.793814%,97.02,96.16,98.29,"25,144,917","2,445,423,616.241100",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2019-12-06,97.0,3.51,+3.754412%,94.09,91.31,97.31,"27,660,855","2,613,385,071.143200",2019-11-30,10326000000,3324000000,5782000000,4544000000,1261000000,1115000000,1249000000,3324000000,41000000,1220000000,12000000,134000000,41000000,1115000000,1115000000,-202000000,190000000,-440000000,139000000,50000000,-858000000,-14000000,-386000000,912000000,-105000000,187000000,-344000000,-550000000,-338000000,-112000000,-25000000,238000000,-112000000,10000000,-376000000,26602000000,277000000,1876000000,14528000000,9351000000,2802000000,431000000,3000000,1577000000,2802000000,224000000,2182000000,3070000000,8264000000,306000000,52000000,4668000000,16369000000,11573000000,432000000,4792000000,3462000000,6199000000,7527000000,3000000,1577000000,2182000000,3462000000,6264000000,7719000000,26602000000,3502000000
2019-11-29,93.49,0.15,+0.160703%,93.78,92.74,94.61,"17,887,864","1,671,589,008.775400",2019-08-31,10660000000,3328000000,5789000000,4871000000,1576000000,1367000000,1561000000,3328000000,33000000,1543000000,15000000,194000000,33000000,1367000000,1367000000,45000000,-547000000,-348000000,-109000000,241000000,-1010000000,-18000000,-964000000,394000000,38000000,175000000,-345000000,-888000000,-270000000,-456000000,87000000,284000000,-456000000,-56000000,-1020000000,26249000000,279000000,2093000000,14374000000,9200000000,2841000000,427000000,3000000,1721000000,2841000000,224000000,2071000000,3446000000,8070000000,256000000,180000000,4615000000,16228000000,11372000000,198000000,4656000000,3463000000,5835000000,7387000000,3000000,1721000000,2071000000,3463000000,6304000000,7296000000,26249000000,3644000000
2019-11-22,93.34,0.3,+0.322442%,93.5,91.93,95.12,"27,541,073","2,567,888,502.205200",2019-08-31,10660000000,3328000000,5789000000,4871000000,1576000000,1367000000,1561000000,3328000000,33000000,1543000000,15000000,194000000,33000000,1367000000,1367000000,45000000,-547000000,-348000000,-109000000,241000000,-1010000000,-18000000,-964000000,394000000,38000000,175000000,-345000000,-888000000,-270000000,-456000000,87000000,284000000,-456000000,-56000000,-1020000000,26249000000,279000000,2093000000,14374000000,9200000000,2841000000,427000000,3000000,1721000000,2841000000,224000000,2071000000,3446000000,8070000000,256000000,180000000,4615000000,16228000000,11372000000,198000000,4656000000,3463000000,5835000000,7387000000,3000000,1721000000,2071000000,3463000000,6304000000,7296000000,26249000000,3644000000
