Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2020-09-18,50.45,-0.61,-1.194673%,50.97,49.94,51.4462,"76,208,465","3,869,773,833.471600",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-09-11,51.06,0.02,+0.039185%,50.93,49.36,51.2,"66,740,863","3,356,494,880.296900",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-09-04,51.04,1.21,+2.428256%,49.8,48.83,52.1378,"100,742,771","5,082,251,542.232400",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-08-28,49.83,2.55,+5.393401%,47.43,47.175,49.85,"54,561,602","2,639,837,817.945900",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-08-21,47.28,-1.17,-2.414861%,48.32,46.97,48.75,"62,345,242","2,975,823,020.686100",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-08-14,48.45,0.65,+1.359833%,48.06,47.66,48.73,"57,942,263","2,792,651,768.975800",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-08-07,47.8,0.56,+1.185436%,47.14,46.22,48.08,"58,825,224","2,765,397,838.233500",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-07-31,47.24,-1.25,-2.577851%,48.18,46.73,49.28,"77,104,343","3,697,501,158.038200",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-07-24,48.49,1.67,+3.566852%,46.72,45.85,48.8,"104,282,494","4,970,367,857.113100",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-07-17,46.82,1.67,+3.698782%,45.53,44.6711,47.19,"84,735,642","3,905,426,034.533600",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-07-10,45.15,0.27,+0.601604%,45.14,43.825,45.495,"73,755,628","3,302,920,494.912400",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-07-03,44.88,1.31,+3.006656%,44.0,43.55,45.53,"70,712,143","3,156,844,940.700900",2020-06-30,7150000000,1942000000,3013000000,4137000000,2257000000,1779000000,2197000000,-20000000,2156000000,276000000,1981000000,-214000000,274000000,438000000,390000000,1759000000,1779000000,-5883000000,-5674000000,1741000000,235000000,223000000,-3418000000,2230000000,43000000,381000000,32000000,47000000,209000000,-118000000,-3536000000,94689000000,10275000000,2205000000,75500000000,17484000000,1969000000,766000000,1760000000,66888000000,10906000000,16617000000,6371000000,10037000000,26848000000,14604000000,-16460000000,10695000000,29371000000,18189000000,-9408000000,9779000000,3849000000,37729000000,3501000000,12244000000,1760000000,66888000000,-52071000000,7176000000,2366000000,37729000000,8954000000,48652000000,17367000000,94689000000,17588000000
2020-06-26,43.57,-2.45,-5.323772%,46.03,43.51,46.29,"88,967,990","3,997,049,385.200600",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-06-19,46.02,0.42,+0.921053%,44.57,44.47,47.79,"86,850,731","4,040,396,860.261700",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-06-12,45.6,-3.49,-7.109391%,49.54,45.01,49.97,"100,220,008","4,777,553,051.221000",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-06-05,49.09,2.41,+5.162811%,46.66,46.56,49.49,"81,885,944","3,914,295,272.056600",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-05-29,46.68,1.65,+3.664224%,46.92,45.93,47.46,"108,035,067","5,040,431,898.485300",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-05-22,45.03,1.77,+4.091540%,44.82,44.13,46.17,"92,460,116","4,178,693,806.817300",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-05-15,43.26,-2.85,-6.180872%,45.69,43.2,46.11,"89,734,043","3,967,587,384.742800",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-05-08,46.11,0.51,+1.118421%,45.32,44.5,46.22,"78,270,073","3,539,238,760.278700",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-05-01,45.6,0.17,+0.374202%,46.0,45.21,48.0,"87,293,744","4,062,152,791.339900",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-04-24,45.43,-2.63,-5.472326%,47.79,44.26,48.0,"94,482,544","4,335,792,006.212100",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-04-17,48.06,-0.94,-1.918367%,48.35,46.5,49.25,"91,732,479","4,370,196,849.370700",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-04-10,49.0,5.17,+11.795574%,45.39,44.69,49.73,"82,233,961","3,900,392,393.828300",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-04-03,43.83,1.02,+2.382621%,43.04,41.8,45.56,"102,585,299","4,493,961,154.179800",2020-03-31,8601000000,2306000000,3371000000,5230000000,2659000000,2775000000,3010000000,20000000,2850000000,279000000,2380000000,-544000000,193000000,215000000,711000000,2795000000,2775000000,-1084000000,-757000000,7730000000,7810000000,-239000000,7282000000,556000000,-1769000000,367000000,319000000,-837000000,327000000,-54000000,7228000000,94013000000,10565000000,2580000000,74179000000,18158000000,1856000000,786000000,1760000000,66870000000,10665000000,16673000000,6594000000,13561000000,32397000000,19299000000,-15696000000,10993000000,28234000000,18020000000,-9080000000,4105000000,4430000000,31094000000,3558000000,13098000000,1760000000,66870000000,-52088000000,7253000000,2275000000,31094000000,8832000000,41782000000,17312000000,94013000000,15274000000
2020-03-27,42.81,4.51,+11.775457%,38.755,36.27,45.27,"197,712,551","8,101,736,572.860100",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
2020-03-20,38.3,-10.17,-20.982051%,42.24,37.51,47.88,"189,667,612","8,157,170,641.743700",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
2020-03-13,48.47,-6.79,-12.287369%,52.05,46.605,53.795,"143,626,622","7,233,082,398.155100",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
2020-03-06,55.26,1.77,+3.309030%,53.93,53.7,59.0,"113,626,363","6,389,055,842.851500",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
2020-02-28,53.49,-6.64,-11.042741%,59.11,51.58,59.8,"110,816,080","6,189,662,478.985400",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
2020-02-21,60.13,0.18,+0.300250%,59.81,59.11,60.13,"34,781,605","2,077,949,070.675300",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
2020-02-14,59.95,0.76,+1.284001%,59.32,59.21,60.07,"42,734,262","2,549,994,016.891000",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
2020-02-07,59.19,0.79,+1.352740%,58.75,58.52,59.45,"57,274,413","3,376,413,645.279200",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
2020-01-31,58.4,0.72,+1.248266%,57.21,56.66,59.075,"80,685,129","4,669,882,307.078200",2019-12-31,9742000000,3688000000,3941000000,5801000000,2911000000,2042000000,2513000000,23000000,3538000000,648000000,2263000000,23000000,248000000,391000000,-91000000,2122000000,2042000000,-75000000,-1496000000,277000000,-3667000000,-194000000,-1042000000,2700000000,245000000,400000000,-324000000,-10000000,848000000,3000000,-1039000000,86381000000,9375000000,1886000000,65283000000,18981000000,2284000000,565000000,1760000000,65855000000,9662000000,16764000000,5264000000,6480000000,26973000000,15247000000,-13544000000,10838000000,20411000000,19025000000,-7158000000,4695000000,3971000000,27516000000,3379000000,11726000000,1760000000,65855000000,-52244000000,7556000000,65970000000,27516000000,8510000000,38310000000,17154000000,86381000000,7947000000
