Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2017-02-24,128.65,0.85,+0.665102%,127.16,126.4,128.9,"14,881,019","1,905,265,414.471700",2016-12-31,6028900000,502550000,3461800000,15257000000,1956100000,1219600000,1734900000,627500000,-12900000,1969000000,12660500000,221200000,515300000,-942800000,1219600000,1219600000,-170900000,1031400000,860200000,-1371200000,900000,-727200000,814900000,378900000,-773000000,-1459300000,-226900000,1202300000,-142100000,-869300000,31023900000,5154600000,33228200000,-2204300000,1817100000,694800000,16600000,46222700000,2064300000,2336500000,4917700000,1223400000,3468300000,-3092900000,21257600000,4848600000,727600000,-2204300000,3329400000,25878500000,58900000,2696300000,16600000,46222700000,-52108600000,21257600000,25878500000,2064300000,29759900000,6757900000,31023900000,1223400000
2017-02-17,127.8,1.98,+1.573677%,126.02,125.27,127.875,"15,315,203","1,936,410,626.828000",2016-12-31,6028900000,502550000,3461800000,15257000000,1956100000,1219600000,1734900000,627500000,-12900000,1969000000,12660500000,221200000,515300000,-942800000,1219600000,1219600000,-170900000,1031400000,860200000,-1371200000,900000,-727200000,814900000,378900000,-773000000,-1459300000,-226900000,1202300000,-142100000,-869300000,31023900000,5154600000,33228200000,-2204300000,1817100000,694800000,16600000,46222700000,2064300000,2336500000,4917700000,1223400000,3468300000,-3092900000,21257600000,4848600000,727600000,-2204300000,3329400000,25878500000,58900000,2696300000,16600000,46222700000,-52108600000,21257600000,25878500000,2064300000,29759900000,6757900000,31023900000,1223400000
2017-02-10,125.82,1.58,+1.271732%,124.09,123.95,126.1124,"14,617,683","1,826,433,434.771300",2016-12-31,6028900000,502550000,3461800000,15257000000,1956100000,1219600000,1734900000,627500000,-12900000,1969000000,12660500000,221200000,515300000,-942800000,1219600000,1219600000,-170900000,1031400000,860200000,-1371200000,900000,-727200000,814900000,378900000,-773000000,-1459300000,-226900000,1202300000,-142100000,-869300000,31023900000,5154600000,33228200000,-2204300000,1817100000,694800000,16600000,46222700000,2064300000,2336500000,4917700000,1223400000,3468300000,-3092900000,21257600000,4848600000,727600000,-2204300000,3329400000,25878500000,58900000,2696300000,16600000,46222700000,-52108600000,21257600000,25878500000,2064300000,29759900000,6757900000,31023900000,1223400000
2017-02-03,124.24,1.38,+1.123230%,122.81,121.7,124.51,"17,164,895","2,110,737,931.211600",2016-12-31,6028900000,502550000,3461800000,15257000000,1956100000,1219600000,1734900000,627500000,-12900000,1969000000,12660500000,221200000,515300000,-942800000,1219600000,1219600000,-170900000,1031400000,860200000,-1371200000,900000,-727200000,814900000,378900000,-773000000,-1459300000,-226900000,1202300000,-142100000,-869300000,31023900000,5154600000,33228200000,-2204300000,1817100000,694800000,16600000,46222700000,2064300000,2336500000,4917700000,1223400000,3468300000,-3092900000,21257600000,4848600000,727600000,-2204300000,3329400000,25878500000,58900000,2696300000,16600000,46222700000,-52108600000,21257600000,25878500000,2064300000,29759900000,6757900000,31023900000,1223400000
2017-01-27,122.86,0.6,+0.490757%,121.69,119.82,122.99,"20,576,176","2,501,344,817.988800",2016-12-31,6028900000,502550000,3461800000,15257000000,1956100000,1219600000,1734900000,627500000,-12900000,1969000000,12660500000,221200000,515300000,-942800000,1219600000,1219600000,-170900000,1031400000,860200000,-1371200000,900000,-727200000,814900000,378900000,-773000000,-1459300000,-226900000,1202300000,-142100000,-869300000,31023900000,5154600000,33228200000,-2204300000,1817100000,694800000,16600000,46222700000,2064300000,2336500000,4917700000,1223400000,3468300000,-3092900000,21257600000,4848600000,727600000,-2204300000,3329400000,25878500000,58900000,2696300000,16600000,46222700000,-52108600000,21257600000,25878500000,2064300000,29759900000,6757900000,31023900000,1223400000
2017-01-20,122.26,0.76,+0.625514%,120.75,120.7,123.0,"15,514,842","1,899,204,298.310200",2016-12-31,6028900000,502550000,3461800000,15257000000,1956100000,1219600000,1734900000,627500000,-12900000,1969000000,12660500000,221200000,515300000,-942800000,1219600000,1219600000,-170900000,1031400000,860200000,-1371200000,900000,-727200000,814900000,378900000,-773000000,-1459300000,-226900000,1202300000,-142100000,-869300000,31023900000,5154600000,33228200000,-2204300000,1817100000,694800000,16600000,46222700000,2064300000,2336500000,4917700000,1223400000,3468300000,-3092900000,21257600000,4848600000,727600000,-2204300000,3329400000,25878500000,58900000,2696300000,16600000,46222700000,-52108600000,21257600000,25878500000,2064300000,29759900000,6757900000,31023900000,1223400000
2017-01-13,121.5,0.74,+0.612786%,120.76,119.73,122.31,"16,053,723","1,942,882,633.969300",2016-12-31,6028900000,502550000,3461800000,15257000000,1956100000,1219600000,1734900000,627500000,-12900000,1969000000,12660500000,221200000,515300000,-942800000,1219600000,1219600000,-170900000,1031400000,860200000,-1371200000,900000,-727200000,814900000,378900000,-773000000,-1459300000,-226900000,1202300000,-142100000,-869300000,31023900000,5154600000,33228200000,-2204300000,1817100000,694800000,16600000,46222700000,2064300000,2336500000,4917700000,1223400000,3468300000,-3092900000,21257600000,4848600000,727600000,-2204300000,3329400000,25878500000,58900000,2696300000,16600000,46222700000,-52108600000,21257600000,25878500000,2064300000,29759900000,6757900000,31023900000,1223400000
2017-01-06,120.76,-0.96,-0.788695%,121.86,118.18,122.0,"17,254,791","2,068,528,039.763500",2016-12-31,6028900000,502550000,3461800000,15257000000,1956100000,1219600000,1734900000,627500000,-12900000,1969000000,12660500000,221200000,515300000,-942800000,1219600000,1219600000,-170900000,1031400000,860200000,-1371200000,900000,-727200000,814900000,378900000,-773000000,-1459300000,-226900000,1202300000,-142100000,-869300000,31023900000,5154600000,33228200000,-2204300000,1817100000,694800000,16600000,46222700000,2064300000,2336500000,4917700000,1223400000,3468300000,-3092900000,21257600000,4848600000,727600000,-2204300000,3329400000,25878500000,58900000,2696300000,16600000,46222700000,-52108600000,21257600000,25878500000,2064300000,29759900000,6757900000,31023900000,1223400000
2016-12-30,121.72,-1.42,-1.153159%,123.3,121.44,123.65,"9,417,908","1,154,906,976.167700",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-12-23,123.14,-0.1,-0.081142%,123.23,122.71,123.995,"14,278,709","1,761,893,321.976000",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-12-16,123.24,1.98,+1.632855%,121.57,121.26,123.84,"28,644,353","3,516,193,901.073400",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-12-09,121.26,3.02,+2.554127%,119.45,118.465,121.27,"18,499,248","2,215,603,181.101600",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-12-02,118.24,-2.42,-2.005636%,120.38,117.71,121.87,"25,792,449","3,089,005,168.212700",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-11-25,120.66,0.66,+0.550000%,119.8,118.88,120.99,"11,883,536","1,424,335,881.865000",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-11-18,120.0,5.78,+5.060410%,114.99,114.72,120.24,"23,404,202","2,774,379,957.334800",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-11-11,114.22,3.18,+2.863833%,112.0,111.8,115.42,"21,010,936","2,396,551,195.140400",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-11-04,111.04,-1.06,-0.945584%,112.46,110.83,112.85,"18,977,817","2,126,466,350.390800",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-10-28,112.1,-1.83,-1.606249%,114.25,111.4,114.5,"21,080,969","2,376,376,460.794100",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-10-21,113.93,-0.16,-0.140240%,113.91,110.33,114.5,"35,646,344","3,999,180,938.801400",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-10-14,114.09,0.64,+0.564125%,114.21,113.54,115.74,"20,351,010","2,332,328,312.994300",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-10-07,113.45,-1.91,-1.655687%,115.01,112.4,115.51,"19,602,110","2,233,587,879.435900",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-09-30,115.36,-1.81,-1.544764%,116.8,114.46,117.2,"21,519,768","2,489,736,107.422300",2016-09-30,6424100000,609700000,3677100000,2747000000,2125900000,1275400000,1904500000,582900000,-11400000,2137300000,0,221400000,629100000,-27600000,1275400000,1275400000,-351100000,-404100000,-85100000,-2775700000,-11800000,-875700000,2251100000,370600000,-745100000,-1933700000,-178800000,53000000,14400000,-861300000,32486900000,595100000,34111000000,-1624100000,1378800000,3063200000,16600000,45030000000,2248500000,2504700000,5199100000,2266700000,4476700000,-2622600000,22985700000,4302100000,878000000,-4128800000,1349800000,26007000000,90500000,4476700000,16600000,45030000000,-50760900000,28184800000,26007000000,2248500000,29634300000,6712800000,32486900000,2266700000
2016-09-23,117.17,1.89,+1.639486%,115.83,114.9573,117.95,"18,696,968","2,180,294,071.257700",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-09-16,115.28,0.7,+0.610927%,114.47,114.13,116.26,"26,882,028","3,101,511,021.393000",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-09-09,114.58,-1.25,-1.079168%,117.09,114.58,119.24,"17,032,275","1,984,912,838.643700",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-09-02,115.83,1.39,+1.214610%,114.6,114.5,116.11,"22,839,694","2,636,832,771.505200",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-08-26,114.44,-0.57,-0.495609%,115.0,113.96,116.12,"24,914,142","2,869,907,606.183400",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-08-19,115.01,-4.51,-3.773427%,119.02,115.0,119.25,"22,686,634","2,654,409,268.624300",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-08-12,119.52,0.31,+0.260045%,119.17,117.6,120.02,"16,528,612","1,965,253,004.426900",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-08-05,119.21,1.56,+1.325967%,117.88,117.11,119.45,"21,029,929","2,483,188,701.979700",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-07-29,117.65,-10.61,-8.272259%,127.95,117.43,127.95,"44,413,155","5,387,992,478.116400",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-07-22,128.26,4.65,+3.761832%,124.0,123.39,128.6,"22,786,785","2,870,336,452.929700",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-07-15,123.61,2.3,+1.895969%,121.69,121.46,124.44,"21,172,912","2,603,551,195.664300",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-07-08,121.31,0.91,+0.755814%,120.12,119.0,121.69,"17,724,842","2,140,050,749.535600",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-07-01,120.4,0.96,+0.803751%,118.16,116.08,120.86,"33,959,350","4,019,149,710.652800",2016-06-30,6265000000,728100000,3679000000,2586000000,1874100000,1092900000,1650200000,596100000,16200000,1857900000,0,223900000,557300000,1800000,1092900000,1092900000,-203700000,333500000,2917700000,-1162900000,-23100000,-92100000,1274500000,383300000,-759300000,-3298200000,75700000,537200000,-90000000,-182100000,33146500000,564100000,32506500000,640000000,1621300000,1873300000,16600000,45272500000,2208000000,2498600000,5250000000,3128000000,2667200000,-2674800000,22849900000,5046600000,852100000,-1858600000,1267100000,26010000000,87400000,2667200000,16600000,45272500000,-48111800000,28099900000,26010000000,2208000000,29839300000,6137500000,33146500000,3128000000
2016-06-24,119.44,-2.83,-2.314550%,123.32,118.2901,124.08,"28,098,387","3,412,644,521.930200",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-06-17,122.27,-0.09,-0.073553%,121.95,120.95,123.965,"28,219,542","3,457,061,335.501800",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
