Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2018-04-27,196.12,-21.63,-9.933410%,218.02,194.4,218.73,"27,876,561","5,591,929,256.904400",2018-03-31,8278000000,3035000000,4236000000,4042000000,965000000,602000000,486000000,965000000,4000000,2573000000,1007000000,82000000,359000000,-18000000,606000000,602000000,473000000,124000000,281000000,112000000,1581000000,46000000,-7000000,470000000,143000000,-532000000,382000000,-810000000,-718000000,-209000000,-260000000,32000000,304000000,-260000000,-32000000,438000000,38575000000,2885000000,4667000000,27536000000,10977000000,2791000000,9000000,38453000000,6366000000,10570000000,14893000000,3491000000,8959000000,-32981000000,8864000000,14818000000,-2478000000,604000000,5252000000,12211000000,4295000000,2719000000,9000000,38453000000,1438000000,23757000000,12211000000,6366000000,18577000000,5496000000,38575000000,604000000,-16310000000,613000000
2018-04-20,217.75,2.23,+1.034707%,217.2,216.59,221.69,"9,600,736","2,100,694,273.730300",2018-03-31,8278000000,3035000000,4236000000,4042000000,965000000,602000000,486000000,965000000,4000000,2573000000,1007000000,82000000,359000000,-18000000,606000000,602000000,473000000,124000000,281000000,112000000,1581000000,46000000,-7000000,470000000,143000000,-532000000,382000000,-810000000,-718000000,-209000000,-260000000,32000000,304000000,-260000000,-32000000,438000000,38575000000,2885000000,4667000000,27536000000,10977000000,2791000000,9000000,38453000000,6366000000,10570000000,14893000000,3491000000,8959000000,-32981000000,8864000000,14818000000,-2478000000,604000000,5252000000,12211000000,4295000000,2719000000,9000000,38453000000,1438000000,23757000000,12211000000,6366000000,18577000000,5496000000,38575000000,604000000,-16310000000,613000000
2018-04-13,215.52,3.27,+1.540636%,213.75,212.4,218.71,"11,210,528","2,420,366,243.408500",2018-03-31,8278000000,3035000000,4236000000,4042000000,965000000,602000000,486000000,965000000,4000000,2573000000,1007000000,82000000,359000000,-18000000,606000000,602000000,473000000,124000000,281000000,112000000,1581000000,46000000,-7000000,470000000,143000000,-532000000,382000000,-810000000,-718000000,-209000000,-260000000,32000000,304000000,-260000000,-32000000,438000000,38575000000,2885000000,4667000000,27536000000,10977000000,2791000000,9000000,38453000000,6366000000,10570000000,14893000000,3491000000,8959000000,-32981000000,8864000000,14818000000,-2478000000,604000000,5252000000,12211000000,4295000000,2719000000,9000000,38453000000,1438000000,23757000000,12211000000,6366000000,18577000000,5496000000,38575000000,604000000,-16310000000,613000000
2018-04-06,212.25,-7.27,-3.311771%,218.05,209.468,220.31,"14,720,401","3,160,005,795.627700",2018-03-31,8278000000,3035000000,4236000000,4042000000,965000000,602000000,486000000,965000000,4000000,2573000000,1007000000,82000000,359000000,-18000000,606000000,602000000,473000000,124000000,281000000,112000000,1581000000,46000000,-7000000,470000000,143000000,-532000000,382000000,-810000000,-718000000,-209000000,-260000000,32000000,304000000,-260000000,-32000000,438000000,38575000000,2885000000,4667000000,27536000000,10977000000,2791000000,9000000,38453000000,6366000000,10570000000,14893000000,3491000000,8959000000,-32981000000,8864000000,14818000000,-2478000000,604000000,5252000000,12211000000,4295000000,2719000000,9000000,38453000000,1438000000,23757000000,12211000000,6366000000,18577000000,5496000000,38575000000,604000000,-16310000000,613000000
2018-03-30,219.52,4.16,+1.931649%,217.86,214.73,221.86,"11,436,552","2,498,245,295.953500",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-03-23,215.36,-21.86,-9.215075%,236.01,215.27,237.22,"14,454,511","3,282,324,257.159700",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-03-16,237.22,-4.13,-1.711208%,242.1,233.85,243.0999,"13,029,393","3,093,700,939.644200",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-03-09,241.35,10.98,+4.766246%,230.0,228.53,241.37,"10,336,309","2,425,756,044.265400",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-03-02,230.37,-6.65,-2.805670%,239.01,226.33,244.86,"13,726,477","3,246,265,424.813200",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-02-23,237.02,0.35,+0.147885%,234.54,232.1,237.89,"9,138,512","2,150,658,027.237000",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-02-16,236.67,11.46,+5.088584%,227.49,226.1,238.435,"12,500,961","2,897,376,654.810700",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-02-09,225.21,-19.96,-8.141290%,243.5,218.18,244.4,"22,854,096","5,271,415,644.850100",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-02-02,245.17,-13.46,-5.204346%,258.51,244.88,259.34,"14,446,489","3,619,626,014.665100",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-01-26,258.63,10.45,+4.210654%,247.13,245.08,259.77,"14,192,705","3,564,484,862.679000",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-01-19,248.18,3.71,+1.517569%,245.3,243.83,249.0,"9,177,103","2,263,210,011.535100",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-01-12,244.47,3.9,+1.621150%,239.38,239.18,246.0,"8,666,954","2,095,161,138.335800",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2018-01-05,240.57,5.2,+2.209288%,235.78,232.805,240.9,"9,203,674","2,177,871,051.206200",2017-12-31,7990000000,2089000000,4080000000,3910000000,1516000000,523000000,443000000,1672000000,2000000,1771000000,1821000000,70000000,1147000000,259000000,525000000,523000000,-488000000,767000000,-2732000000,-1785000000,2193000000,1044000000,-98000000,172000000,1860000000,-354000000,349000000,-699000000,-352000000,49000000,-245000000,174000000,459000000,350000000,50000000,222000000,37987000000,2936000000,4256000000,26365000000,11563000000,2709000000,9000000,39115000000,6287000000,10513000000,14844000000,3053000000,7687000000,-32913000000,8866000000,14277000000,-1886000000,1076000000,4911000000,12096000000,4034000000,3125000000,9000000,39115000000,1395000000,23710000000,12096000000,6582000000,18678000000,5352000000,37987000000,1076000000,-16048000000,594884237
2017-12-29,235.37,0.64,+0.272654%,235.08,234.84,237.31,"4,293,214","1,012,897,097.977500",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-12-22,234.73,-3.27,-1.373950%,238.58,234.28,240.01,"9,250,018","2,191,278,194.919400",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-12-15,238.0,-0.13,-0.054592%,238.85,236.12,241.68,"13,720,550","3,271,382,973.030500",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-12-08,238.13,-3.02,-1.252333%,243.05,236.97,244.23,"9,303,898","2,228,049,543.881700",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-12-01,241.15,9.77,+4.222491%,231.75,231.13,243.63,"11,642,796","2,779,199,572.575200",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-11-24,231.38,2.02,+0.880712%,229.9,229.5543,235.71,"5,853,525","1,362,609,457.152600",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-11-17,229.36,1.91,+0.839745%,226.73,226.04,229.99,"7,637,618","1,745,563,378.159600",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-11-10,227.45,-4.77,-2.054087%,232.22,226.16,232.63,"7,270,363","1,667,057,850.110900",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-11-03,232.22,-2.52,-1.073528%,233.66,229.11,233.66,"9,212,817","2,130,097,822.263400",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-10-27,234.74,13.42,+6.063618%,221.76,221.2,238.9,"18,169,588","4,248,630,950.078400",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-10-20,221.32,3.6,+1.653500%,217.7,216.47,221.32,"7,766,767","1,697,561,740.270000",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-10-13,217.72,1.2,+0.554221%,215.96,214.66,219.76,"7,648,510","1,657,885,135.601500",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-10-06,216.52,6.62,+3.153883%,210.73,210.03,217.61,"7,954,758","1,711,986,766.352400",2017-09-30,8172000000,2086000000,4045000000,4127000000,2054000000,1429000000,463000000,1997000000,4000000,1623000000,2041000000,57000000,564000000,-2000000,1433000000,1429000000,-446000000,27000000,-781000000,-10000000,173000000,-843000000,-21000000,126000000,1750000000,110000000,377000000,-701000000,-294000000,-89000000,0,75000000,325000000,-183000000,51000000,177000000,35237000000,2175000000,3939000000,23035000000,12146000000,2709000000,9000000,39454000000,5609000000,9221000000,12923000000,2831000000,6598000000,-32619000000,8658000000,13656000000,750000000,586000000,5156000000,10828000000,3975000000,3054000000,9000000,39454000000,1371000000,21581000000,10828000000,5609000000,16437000000,5302000000,35237000000,586000000,-16001000000,613000000
2017-09-29,209.9,-0.86,-0.408047%,210.98,208.16,212.83,"8,423,979","1,768,468,981.813000",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-09-22,210.76,-2.59,-1.213968%,214.0,208.31,214.65,"8,565,024","1,810,734,482.234400",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-09-15,213.35,7.66,+3.724051%,206.46,206.09,214.115,"9,998,505","2,109,577,455.396300",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
