Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2017-09-08,205.69,2.13,+1.046375%,202.25,200.51,206.12,"7,347,801","1,490,990,047.993400",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-09-01,203.56,1.43,+0.707465%,202.78,201.3322,204.91,"6,343,145","1,289,705,053.095800",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-08-25,202.13,-1.4,-0.687859%,203.8,201.96,205.86,"7,395,071","1,506,425,688.966100",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-08-18,203.53,-2.45,-1.189436%,206.66,203.45,208.63,"7,252,344","1,496,550,468.076600",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-08-11,205.98,-1.67,-0.804238%,207.9,205.18,208.3997,"7,675,414","1,584,776,283.046000",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-08-04,207.65,7.93,+3.970559%,200.0,199.8101,208.61,"9,455,283","1,932,930,036.826700",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-07-28,199.72,-11.44,-5.417693%,211.2,197.1726,211.659,"15,343,488","3,084,102,881.857100",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-07-21,211.16,-0.61,-0.288048%,212.2,209.48,213.41,"7,292,795","1,541,631,574.923300",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-07-14,211.77,2.18,+1.040126%,209.6,208.0,212.78,"6,225,361","1,312,309,353.318500",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-07-07,209.59,1.4,+0.672463%,209.14,207.89,210.34,"4,826,519","1,010,470,533.613100",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-06-30,208.19,-4.71,-2.212306%,212.79,207.08,213.47,"8,715,078","1,830,071,752.999100",2017-06-30,7810000000,1619000000,4007000000,3803000000,2196000000,1583000000,473000000,2142000000,2000000,1607000000,2184000000,54000000,557000000,-5000000,1585000000,1583000000,-2000000,96000000,517000000,821000000,-695000000,-1705000000,4000000,454000000,1642000000,254000000,380000000,-701000000,-313000000,-198000000,0,-300000000,302000000,-175000000,27000000,481000000,33957000000,2201000000,3744000000,22313000000,11591000000,2604000000,9000000,38793000000,5528000000,9105000000,12750000000,2654000000,5697000000,-32455000000,8566000000,12641000000,285000000,140000000,4919000000,11088000000,3838000000,2880000000,9000000,38793000000,1290000000,21316000000,11088000000,5528000000,16616000000,5244000000,33957000000,140000000,-15726000000,613000000
2017-06-23,212.9,-0.34,-0.159445%,214.0,211.71,214.57,"7,997,071","1,703,104,261.691000",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
2017-06-16,213.24,6.31,+3.049340%,207.06,205.5,213.46,"10,676,912","2,244,408,390.393600",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
2017-06-09,206.93,0.23,+0.111272%,206.77,204.09,207.33,"8,942,395","1,840,436,357.743800",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
2017-06-02,206.7,6.03,+3.004933%,200.31,199.96,207.39,"9,452,522","1,929,925,918.870800",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
2017-05-26,200.67,4.87,+2.487232%,196.35,196.35,200.69,"7,560,331","1,501,959,444.941000",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
2017-05-19,195.8,-0.77,-0.391718%,196.67,193.54,197.94,"8,363,560","1,638,698,904.583100",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
2017-05-12,196.57,-2.83,-1.419258%,198.84,195.26,199.36,"8,600,275","1,696,782,997.702900",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
2017-05-05,199.4,3.57,+1.823010%,195.5,194.471,199.9,"10,315,296","2,034,451,344.194000",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
2017-04-28,195.83,4.33,+2.261097%,193.0,192.36,197.12,"13,770,981","2,687,784,302.625300",2017-03-31,7685000000,2042000000,3869000000,3816000000,1782000000,1323000000,471000000,1737000000,3000000,1571000000,1774000000,45000000,411000000,-37000000,1326000000,1323000000,138000000,101000000,-90000000,59000000,-68000000,-1151000000,-6000000,-253000000,988000000,-387000000,438000000,-702000000,-375000000,-149000000,0,-104000000,287000000,-237000000,28000000,-225000000,33292000000,2269000000,1253000000,22252000000,10989000000,2420000000,9000000,38094000000,5455000000,9258000000,12840000000,2173000000,5995000000,-32303000000,8551000000,11901000000,-538000000,141000000,4722000000,10802000000,3612000000,2666000000,9000000,38094000000,1163000000,21391000000,10802000000,5455000000,16257000000,5189000000,33292000000,2314000000,-15395000000,612000000
